,country,year,life_expectancy
5549,Guam,1803,27.5
5550,Guatemala,1803,25.8
5551,Guernsey,1803,0.0
5552,Guinea,1803,29.53
5553,Guinea-Bissau,1803,32.0
5554,Guyana,1803,31.12
5555,Haiti,1803,29.0
5556,Holy See,1803,0.0
5557,Honduras,1803,33.9
5558,"Hong Kong, China",1803,34.9
5559,Hungary,1803,36.0
5560,Iceland,1803,19.6
5561,India,1803,24.0
5562,Indonesia,1803,30.0
5563,Iran,1803,25.6
5564,Iraq,1803,31.2
5565,Ireland,1803,38.3
5566,Isle of Man,1803,0.0
5567,Israel,1803,32.0
5568,Italy,1803,29.69
5569,Jamaica,1803,34.2
5570,Japan,1803,36.4
5571,Jersey,1803,0.0
5572,Jordan,1803,31.7
5573,Kazakhstan,1803,26.2
5574,Kenya,1803,25.5
5575,Kiribati,1803,24.9
5576,Kosovo,1803,0.0
5577,Kuwait,1803,26.0
5578,Kyrgyz Republic,1803,23.94
5579,Lao,1803,31.9
5580,Latvia,1803,33.0
5581,Lebanon,1803,29.7
5582,Lesotho,1803,32.8
5583,Liberia,1803,31.1
5584,Libya,1803,33.1
5585,Liechtenstein,1803,0.0
5586,Lithuania,1803,28.9
5587,Luxembourg,1803,36.9
5588,"Macao, China",1803,34.7
5589,"Macedonia, FYR",1803,36.1
5590,Madagascar,1803,30.5
5591,Malawi,1803,30.3
5592,Malaysia,1803,30.6
5593,Maldives,1803,32.65
5594,Mali,1803,26.41
5595,Malta,1803,28.7
5596,Marshall Islands,1803,0.0
5597,Martinique,1803,30.15
5598,Mauritania,1803,32.0
5599,Mauritius,1803,28.7
5600,Mayotte,1803,32.5
5601,Mexico,1803,26.9
5602,"Micronesia, Fed. Sts.",1803,26.7
5603,Moldova,1803,33.15
5604,Monaco,1803,0.0
5605,Mongolia,1803,31.8
5606,Montenegro,1803,35.4
5607,Montserrat,1803,0.0
5608,Morocco,1803,33.1
5609,Mozambique,1803,30.28
5610,Myanmar,1803,30.8
5611,Namibia,1803,32.4
5612,Nauru,1803,0.0
5613,Nepal,1803,32.8
5614,Netherlands,1803,39.86
5615,Netherlands Antilles,1803,34.41
5616,New Caledonia,1803,26.0
5617,New Zealand,1803,34.05
5618,Ngorno-Karabakh,1803,0.0
5619,Nicaragua,1803,25.4
5620,Niger,1803,30.8
5621,Nigeria,1803,30.4
5622,Niue,1803,0.0
5623,Norfolk Island,1803,0.0
5624,North Korea,1803,26.0
5625,North Yemen (former),1803,0.0
5626,Northern Cyprus,1803,0.0
5627,Northern Mariana Islands,1803,0.0
5628,Norway,1803,38.72
5629,Oman,1803,32.3
5630,Pakistan,1803,25.8
5631,Palau,1803,0.0
5632,Panama,1803,32.9
5633,Papua New Guinea,1803,31.5
5634,Paraguay,1803,35.5
5635,Peru,1803,35.7
5636,Philippines,1803,30.9
5637,Pitcairn,1803,0.0
5638,Poland,1803,35.9
5639,Portugal,1803,35.6
5640,Puerto Rico,1803,30.43
5641,Qatar,1803,30.8
5642,Reunion,1803,33.0
5643,Romania,1803,35.7
5644,Russia,1803,29.57
5645,Rwanda,1803,31.8
5646,Samoa,1803,25.4
5647,San Marino,1803,0.0
5648,Sao Tome and Principe,1803,31.0
5649,Saudi Arabia,1803,32.1
5650,Senegal,1803,25.2
5651,Serbia,1803,35.5
5652,Serbia and Montenegro,1803,0.0
5653,Serbia excluding Kosovo,1803,0.0
5654,Seychelles,1803,37.0
5655,Sierra Leone,1803,25.1
5656,Singapore,1803,29.1
5657,Slovak Republic,1803,36.4
5658,Slovenia,1803,36.6
5659,Solomon Islands,1803,25.1
5660,Somalia,1803,29.4
5661,Somaliland,1803,0.0
5662,South Africa,1803,33.5
5663,South Korea,1803,25.8
5664,South Ossetia,1803,0.0
5665,South Sudan,1803,26.67
5666,South Yemen (former),1803,0.0
5667,Spain,1803,29.5
5668,Sri Lanka,1803,32.6
5669,St. Barthélemy,1803,0.0
5670,St. Helena,1803,0.0
5671,St. Kitts and Nevis,1803,0.0
5672,St. Lucia,1803,28.01
5673,St. Martin,1803,0.0
5674,St. Vincent and the Grenadines,1803,25.99
5675,St.-Pierre-et-Miquelon,1803,0.0
5676,Sudan,1803,31.4
5677,Suriname,1803,32.9
5678,Svalbard,1803,0.0
5679,Swaziland,1803,32.3
5680,Sweden,1803,40.28
5681,Switzerland,1803,38.0
5682,Syria,1803,31.1
5683,Taiwan,1803,28.3
5684,Tajikistan,1803,24.24
5685,Tanzania,1803,32.2
5686,Thailand,1803,30.4
5687,Timor-Leste,1803,28.95
5688,Togo,1803,31.3
5689,Tokelau,1803,0.0
5690,Tonga,1803,28.2
5691,Transnistria,1803,0.0
5692,Trinidad and Tobago,1803,32.9
5693,Tunisia,1803,28.8
5694,Turkey,1803,35.0
5695,Turkmenistan,1803,24.0
5696,Turks and Caicos Islands,1803,0.0
5697,Tuvalu,1803,0.0
5698,USSR,1803,0.0
5699,Uganda,1803,25.3
5700,Ukraine,1803,36.6
5701,United Arab Emirates,1803,30.7
5702,United Kingdom,1803,37.32
5703,"United Korea (former)
",1803,0.0
5704,United States,1803,39.41
5705,Uruguay,1803,32.9
5706,Uzbekistan,1803,26.93
5707,Vanuatu,1803,24.3
5708,Venezuela,1803,32.2
5709,Vietnam,1803,32.0
5710,Virgin Islands (U.S.),1803,33.4
5711,Wallis et Futuna,1803,0.0
5712,West Bank and Gaza,1803,32.1
5713,West Germany,1803,0.0
5714,Western Sahara,1803,34.75
5715,Yemen,1803,23.39
5716,Yugoslavia,1803,0.0
5717,Zambia,1803,32.6
5718,Zimbabwe,1803,33.7
5719,Åland,1803,0.0
7280,Abkhazia,1804,0.0
7281,Afghanistan,1804,28.17
7282,Akrotiri and Dhekelia,1804,0.0
7283,Albania,1804,35.4
7284,Algeria,1804,28.82
7285,American Samoa,1804,0.0
7286,Andorra,1804,0.0
7287,Angola,1804,26.98
7288,Anguilla,1804,0.0
7289,Antigua and Barbuda,1804,33.54
7290,Argentina,1804,33.2
7291,Armenia,1804,34.0
7292,Aruba,1804,34.42
7293,Australia,1804,34.05
7294,Austria,1804,34.4
7295,Azerbaijan,1804,29.17
7296,Bahamas,1804,35.18
7297,Bahrain,1804,30.3
7298,Bangladesh,1804,25.5
7299,Barbados,1804,32.12
7300,Belarus,1804,36.2
7301,Belgium,1804,40.03
7302,Belize,1804,26.5
7303,Benin,1804,31.0
7304,Bermuda,1804,0.0
7305,Bhutan,1804,28.8
7306,Bolivia,1804,33.0
7307,Bosnia and Herzegovina,1804,35.1
7308,Botswana,1804,33.6
7309,Brazil,1804,32.0
7310,British Virgin Islands,1804,0.0
7311,Brunei,1804,29.2
7312,Bulgaria,1804,35.98
7313,Burkina Faso,1804,29.2
7314,Burundi,1804,31.5
7315,Cambodia,1804,35.0
7316,Cameroon,1804,28.75
7317,Canada,1804,39.01
7318,Cape Verde,1804,33.8
7319,Cayman Islands,1804,0.0
7320,Central African Republic,1804,30.0
7321,Chad,1804,30.9
7322,Channel Islands,1804,0.0
7323,Chile,1804,32.0
7324,China,1804,32.0
7325,Christmas Island,1804,0.0
7326,Cocos Island,1804,0.0
7327,Colombia,1804,32.0
7328,Comoros,1804,32.1
7329,"Congo, Dem. Rep.",1804,31.6
7330,"Congo, Rep.",1804,32.7
7331,Cook Is,1804,0.0
7332,Costa Rica,1804,30.21
7333,Cote d'Ivoire,1804,31.16
7334,Croatia,1804,36.1
7335,Cuba,1804,32.7
7336,Cyprus,1804,38.5
7337,Czech Republic,1804,34.95
7338,Czechoslovakia,1804,0.0
7339,Denmark,1804,42.83
7340,Djibouti,1804,29.9
7341,Dominica,1804,0.0
7342,Dominican Republic,1804,29.9
7343,East Germany,1804,0.0
7344,Ecuador,1804,32.9
7345,Egypt,1804,33.0
7346,El Salvador,1804,28.7
7347,Equatorial Guinea,1804,29.8
7348,Eritrea,1804,30.2
7349,Eritrea and Ethiopia,1804,0.0
7350,Estonia,1804,34.37
7351,Ethiopia,1804,29.7
7352,Faeroe Islands,1804,0.0
7353,Falkland Is (Malvinas),1804,0.0
7354,Fiji,1804,26.1
7355,Finland,1804,35.91
7356,France,1804,29.38
7357,French Guiana,1804,30.5
7358,French Polynesia,1804,25.6
7359,Gabon,1804,30.6
7360,Gambia,1804,28.8
7361,Georgia,1804,31.87
7362,Germany,1804,38.37
7363,Ghana,1804,28.0
7364,Gibraltar,1804,0.0
7365,Greece,1804,36.6
7366,Greenland,1804,33.87
7367,Grenada,1804,31.4
7368,Guadeloupe,1804,27.66
7369,Guam,1804,27.5
7370,Guatemala,1804,25.8
7371,Guernsey,1804,0.0
7372,Guinea,1804,29.54
7373,Guinea-Bissau,1804,32.0
7374,Guyana,1804,31.12
7375,Haiti,1804,29.0
7376,Holy See,1804,0.0
7377,Honduras,1804,33.9
7378,"Hong Kong, China",1804,34.9
7379,Hungary,1804,36.0
7380,Iceland,1804,24.76
7381,India,1804,23.5
7382,Indonesia,1804,30.0
7383,Iran,1804,25.6
7384,Iraq,1804,31.2
7385,Ireland,1804,38.3
7386,Isle of Man,1804,0.0
7387,Israel,1804,32.0
7388,Italy,1804,29.69
7389,Jamaica,1804,34.2
7390,Japan,1804,36.4
7391,Jersey,1804,0.0
7392,Jordan,1804,31.7
7393,Kazakhstan,1804,26.2
7394,Kenya,1804,25.5
7395,Kiribati,1804,24.9
7396,Kosovo,1804,0.0
7397,Kuwait,1804,26.0
7398,Kyrgyz Republic,1804,23.94
7399,Lao,1804,31.9
7400,Latvia,1804,33.0
7401,Lebanon,1804,29.7
7402,Lesotho,1804,32.8
7403,Liberia,1804,31.1
7404,Libya,1804,33.1
7405,Liechtenstein,1804,0.0
7406,Lithuania,1804,28.9
7407,Luxembourg,1804,36.9
7408,"Macao, China",1804,34.7
7409,"Macedonia, FYR",1804,36.1
7410,Madagascar,1804,30.5
7411,Malawi,1804,30.3
7412,Malaysia,1804,30.6
7413,Maldives,1804,32.65
7414,Mali,1804,26.41
7415,Malta,1804,28.7
7416,Marshall Islands,1804,0.0
7417,Martinique,1804,30.15
7418,Mauritania,1804,32.0
7419,Mauritius,1804,28.7
7420,Mayotte,1804,32.5
7421,Mexico,1804,26.9
7422,"Micronesia, Fed. Sts.",1804,26.7
7423,Moldova,1804,33.15
7424,Monaco,1804,0.0
7425,Mongolia,1804,31.8
7426,Montenegro,1804,35.4
7427,Montserrat,1804,0.0
7428,Morocco,1804,33.1
7429,Mozambique,1804,30.28
7430,Myanmar,1804,30.8
7431,Namibia,1804,32.4
7432,Nauru,1804,0.0
7433,Nepal,1804,32.8
7434,Netherlands,1804,39.86
7435,Netherlands Antilles,1804,34.41
7436,New Caledonia,1804,26.0
7437,New Zealand,1804,34.05
7438,Ngorno-Karabakh,1804,0.0
7439,Nicaragua,1804,25.4
7440,Niger,1804,30.8
7441,Nigeria,1804,30.4
7442,Niue,1804,0.0
7443,Norfolk Island,1804,0.0
7444,North Korea,1804,26.0
7445,North Yemen (former),1804,0.0
7446,Northern Cyprus,1804,0.0
7447,Northern Mariana Islands,1804,0.0
7448,Norway,1804,40.52
7449,Oman,1804,32.3
7450,Pakistan,1804,25.8
7451,Palau,1804,0.0
7452,Panama,1804,32.9
7453,Papua New Guinea,1804,31.5
7454,Paraguay,1804,35.5
7455,Peru,1804,35.7
7456,Philippines,1804,30.9
7457,Pitcairn,1804,0.0
7458,Poland,1804,35.9
7459,Portugal,1804,35.6
7460,Puerto Rico,1804,30.43
7461,Qatar,1804,30.8
7462,Reunion,1804,33.0
7463,Romania,1804,35.7
7464,Russia,1804,29.57
7465,Rwanda,1804,31.8
7466,Samoa,1804,25.4
7467,San Marino,1804,0.0
7468,Sao Tome and Principe,1804,31.0
7469,Saudi Arabia,1804,32.1
7470,Senegal,1804,25.2
7471,Serbia,1804,35.5
7472,Serbia and Montenegro,1804,0.0
7473,Serbia excluding Kosovo,1804,0.0
7474,Seychelles,1804,37.0
7475,Sierra Leone,1804,25.1
7476,Singapore,1804,29.1
7477,Slovak Republic,1804,36.4
7478,Slovenia,1804,36.6
7479,Solomon Islands,1804,25.1
7480,Somalia,1804,29.4
7481,Somaliland,1804,0.0
7482,South Africa,1804,33.5
7483,South Korea,1804,25.8
7484,South Ossetia,1804,0.0
7485,South Sudan,1804,26.67
7486,South Yemen (former),1804,0.0
7487,Spain,1804,29.5
7488,Sri Lanka,1804,32.6
7489,St. Barthélemy,1804,0.0
7490,St. Helena,1804,0.0
7491,St. Kitts and Nevis,1804,0.0
7492,St. Lucia,1804,28.01
7493,St. Martin,1804,0.0
7494,St. Vincent and the Grenadines,1804,25.99
7495,St.-Pierre-et-Miquelon,1804,0.0
7496,Sudan,1804,31.4
7497,Suriname,1804,32.9
7498,Svalbard,1804,0.0
7499,Swaziland,1804,32.3
7500,Sweden,1804,39.7
7501,Switzerland,1804,38.0
7502,Syria,1804,31.1
7503,Taiwan,1804,28.3
7504,Tajikistan,1804,24.24
7505,Tanzania,1804,32.2
7506,Thailand,1804,30.4
7507,Timor-Leste,1804,28.95
7508,Togo,1804,31.3
7509,Tokelau,1804,0.0
7510,Tonga,1804,28.2
7511,Transnistria,1804,0.0
7512,Trinidad and Tobago,1804,32.9
7513,Tunisia,1804,28.8
7514,Turkey,1804,35.0
7515,Turkmenistan,1804,24.0
7516,Turks and Caicos Islands,1804,0.0
7517,Tuvalu,1804,0.0
7518,USSR,1804,0.0
7519,Uganda,1804,25.3
7520,Ukraine,1804,36.6
7521,United Arab Emirates,1804,30.7
7522,United Kingdom,1804,41.44
7523,"United Korea (former)
",1804,0.0
7524,United States,1804,39.41
7525,Uruguay,1804,32.9
7526,Uzbekistan,1804,26.93
7527,Vanuatu,1804,24.3
7528,Venezuela,1804,32.2
7529,Vietnam,1804,32.0
7530,Virgin Islands (U.S.),1804,33.4
7531,Wallis et Futuna,1804,0.0
7532,West Bank and Gaza,1804,32.1
7533,West Germany,1804,0.0
7534,Western Sahara,1804,34.75
7535,Yemen,1804,23.39
7536,Yugoslavia,1804,0.0
7537,Zambia,1804,32.6
7538,Zimbabwe,1804,33.7
7539,Åland,1804,0.0
9100,Abkhazia,1805,0.0
9101,Afghanistan,1805,28.16
9102,Akrotiri and Dhekelia,1805,0.0
9103,Albania,1805,35.4
9104,Algeria,1805,28.82
9105,American Samoa,1805,0.0
9106,Andorra,1805,0.0
9107,Angola,1805,26.98
9108,Anguilla,1805,0.0
9109,Antigua and Barbuda,1805,33.54
9110,Argentina,1805,33.2
9111,Armenia,1805,34.0
9112,Aruba,1805,34.42
9113,Australia,1805,34.05
9114,Austria,1805,34.4
9115,Azerbaijan,1805,29.17
9116,Bahamas,1805,35.18
9117,Bahrain,1805,30.3
9118,Bangladesh,1805,25.5
9119,Barbados,1805,32.12
9120,Belarus,1805,36.2
9121,Belgium,1805,40.04
9122,Belize,1805,26.5
9123,Benin,1805,31.0
9124,Bermuda,1805,0.0
9125,Bhutan,1805,28.8
9126,Bolivia,1805,33.0
9127,Bosnia and Herzegovina,1805,35.1
9128,Botswana,1805,33.6
9129,Brazil,1805,32.0
9130,British Virgin Islands,1805,0.0
9131,Brunei,1805,29.2
9132,Bulgaria,1805,36.02
9133,Burkina Faso,1805,29.2
9134,Burundi,1805,31.5
9135,Cambodia,1805,35.0
9136,Cameroon,1805,28.75
9137,Canada,1805,39.01
9138,Cape Verde,1805,33.8
9139,Cayman Islands,1805,0.0
9140,Central African Republic,1805,30.0
9141,Chad,1805,30.9
9142,Channel Islands,1805,0.0
9143,Chile,1805,32.0
9144,China,1805,32.0
9145,Christmas Island,1805,0.0
9146,Cocos Island,1805,0.0
9147,Colombia,1805,32.0
9148,Comoros,1805,32.1
9149,"Congo, Dem. Rep.",1805,31.6
9150,"Congo, Rep.",1805,32.7
9151,Cook Is,1805,0.0
9152,Costa Rica,1805,30.21
9153,Cote d'Ivoire,1805,31.16
9154,Croatia,1805,36.1
9155,Cuba,1805,32.86
9156,Cyprus,1805,38.5
9157,Czech Republic,1805,34.95
9158,Czechoslovakia,1805,0.0
9159,Denmark,1805,43.02
9160,Djibouti,1805,29.9
9161,Dominica,1805,0.0
9162,Dominican Republic,1805,29.9
9163,East Germany,1805,0.0
9164,Ecuador,1805,32.9
9165,Egypt,1805,33.0
9166,El Salvador,1805,28.7
9167,Equatorial Guinea,1805,29.8
9168,Eritrea,1805,30.2
9169,Eritrea and Ethiopia,1805,0.0
9170,Estonia,1805,33.93
9171,Ethiopia,1805,29.7
9172,Faeroe Islands,1805,0.0
9173,Falkland Is (Malvinas),1805,0.0
9174,Fiji,1805,26.1
9175,Finland,1805,39.8
9176,France,1805,34.88
9177,French Guiana,1805,30.5
9178,French Polynesia,1805,25.6
9179,Gabon,1805,30.6
9180,Gambia,1805,28.8
9181,Georgia,1805,31.87
9182,Germany,1805,38.37
9183,Ghana,1805,28.0
9184,Gibraltar,1805,0.0
9185,Greece,1805,36.6
9186,Greenland,1805,33.87
9187,Grenada,1805,31.4
9188,Guadeloupe,1805,27.66
9189,Guam,1805,27.5
9190,Guatemala,1805,25.8
9191,Guernsey,1805,0.0
9192,Guinea,1805,29.55
9193,Guinea-Bissau,1805,32.0
9194,Guyana,1805,31.12
9195,Haiti,1805,29.0
9196,Holy See,1805,0.0
9197,Honduras,1805,33.9
9198,"Hong Kong, China",1805,34.9
9199,Hungary,1805,36.0
9200,Iceland,1805,30.85
9201,India,1805,25.44
9202,Indonesia,1805,30.0
9203,Iran,1805,25.6
9204,Iraq,1805,31.2
9205,Ireland,1805,38.3
9206,Isle of Man,1805,0.0
9207,Israel,1805,32.0
9208,Italy,1805,29.69
9209,Jamaica,1805,34.2
9210,Japan,1805,36.4
9211,Jersey,1805,0.0
9212,Jordan,1805,31.7
9213,Kazakhstan,1805,26.2
9214,Kenya,1805,25.5
9215,Kiribati,1805,24.9
9216,Kosovo,1805,0.0
9217,Kuwait,1805,26.0
9218,Kyrgyz Republic,1805,23.94
9219,Lao,1805,31.9
9220,Latvia,1805,33.0
9221,Lebanon,1805,29.7
9222,Lesotho,1805,32.8
9223,Liberia,1805,31.1
9224,Libya,1805,33.1
9225,Liechtenstein,1805,0.0
9226,Lithuania,1805,28.9
9227,Luxembourg,1805,36.9
9228,"Macao, China",1805,34.7
9229,"Macedonia, FYR",1805,36.1
9230,Madagascar,1805,30.5
9231,Malawi,1805,30.3
9232,Malaysia,1805,30.6
9233,Maldives,1805,32.65
9234,Mali,1805,26.41
9235,Malta,1805,28.7
9236,Marshall Islands,1805,0.0
9237,Martinique,1805,30.15
9238,Mauritania,1805,32.0
9239,Mauritius,1805,28.7
9240,Mayotte,1805,32.5
9241,Mexico,1805,26.9
9242,"Micronesia, Fed. Sts.",1805,26.7
9243,Moldova,1805,33.15
9244,Monaco,1805,0.0
9245,Mongolia,1805,31.8
9246,Montenegro,1805,35.4
9247,Montserrat,1805,0.0
9248,Morocco,1805,33.1
9249,Mozambique,1805,30.28
9250,Myanmar,1805,30.8
9251,Namibia,1805,32.4
9252,Nauru,1805,0.0
9253,Nepal,1805,32.8
9254,Netherlands,1805,39.86
9255,Netherlands Antilles,1805,34.41
9256,New Caledonia,1805,26.0
9257,New Zealand,1805,34.05
9258,Ngorno-Karabakh,1805,0.0
9259,Nicaragua,1805,25.4
9260,Niger,1805,30.8
9261,Nigeria,1805,30.4
9262,Niue,1805,0.0
9263,Norfolk Island,1805,0.0
9264,North Korea,1805,26.0
9265,North Yemen (former),1805,0.0
9266,Northern Cyprus,1805,0.0
9267,Northern Mariana Islands,1805,0.0
9268,Norway,1805,44.27
9269,Oman,1805,32.3
9270,Pakistan,1805,25.8
9271,Palau,1805,0.0
9272,Panama,1805,32.9
9273,Papua New Guinea,1805,31.5
9274,Paraguay,1805,35.5
9275,Peru,1805,35.7
9276,Philippines,1805,30.9
9277,Pitcairn,1805,0.0
9278,Poland,1805,35.9
9279,Portugal,1805,35.6
9280,Puerto Rico,1805,30.43
9281,Qatar,1805,30.8
9282,Reunion,1805,33.0
9283,Romania,1805,35.7
9284,Russia,1805,29.57
9285,Rwanda,1805,31.8
9286,Samoa,1805,25.4
9287,San Marino,1805,0.0
9288,Sao Tome and Principe,1805,31.0
9289,Saudi Arabia,1805,32.1
9290,Senegal,1805,25.2
9291,Serbia,1805,35.5
9292,Serbia and Montenegro,1805,0.0
9293,Serbia excluding Kosovo,1805,0.0
9294,Seychelles,1805,37.0
9295,Sierra Leone,1805,25.1
9296,Singapore,1805,29.1
9297,Slovak Republic,1805,36.4
9298,Slovenia,1805,36.6
9299,Solomon Islands,1805,25.1
9300,Somalia,1805,29.4
9301,Somaliland,1805,0.0
9302,South Africa,1805,33.5
9303,South Korea,1805,25.8
9304,South Ossetia,1805,0.0
9305,South Sudan,1805,26.67
9306,South Yemen (former),1805,0.0
9307,Spain,1805,29.5
9308,Sri Lanka,1805,32.6
9309,St. Barthélemy,1805,0.0
9310,St. Helena,1805,0.0
9311,St. Kitts and Nevis,1805,0.0
9312,St. Lucia,1805,28.01
9313,St. Martin,1805,0.0
9314,St. Vincent and the Grenadines,1805,25.99
9315,St.-Pierre-et-Miquelon,1805,0.0
9316,Sudan,1805,31.4
9317,Suriname,1805,32.9
9318,Svalbard,1805,0.0
9319,Swaziland,1805,32.3
9320,Sweden,1805,41.05
9321,Switzerland,1805,38.0
9322,Syria,1805,31.1
9323,Taiwan,1805,28.3
9324,Tajikistan,1805,24.24
9325,Tanzania,1805,32.2
9326,Thailand,1805,30.4
9327,Timor-Leste,1805,28.95
9328,Togo,1805,31.3
9329,Tokelau,1805,0.0
9330,Tonga,1805,28.2
9331,Transnistria,1805,0.0
9332,Trinidad and Tobago,1805,32.9
9333,Tunisia,1805,28.8
9334,Turkey,1805,35.0
9335,Turkmenistan,1805,24.0
9336,Turks and Caicos Islands,1805,0.0
9337,Tuvalu,1805,0.0
9338,USSR,1805,0.0
9339,Uganda,1805,25.3
9340,Ukraine,1805,36.6
9341,United Arab Emirates,1805,30.7
9342,United Kingdom,1805,42.32
9343,"United Korea (former)
",1805,0.0
9344,United States,1805,39.41
9345,Uruguay,1805,32.9
9346,Uzbekistan,1805,26.93
9347,Vanuatu,1805,24.3
9348,Venezuela,1805,32.2
9349,Vietnam,1805,32.0
9350,Virgin Islands (U.S.),1805,33.4
9351,Wallis et Futuna,1805,0.0
9352,West Bank and Gaza,1805,32.1
9353,West Germany,1805,0.0
9354,Western Sahara,1805,34.75
9355,Yemen,1805,23.39
9356,Yugoslavia,1805,0.0
9357,Zambia,1805,32.6
9358,Zimbabwe,1805,33.7
9359,Åland,1805,0.0
10920,Abkhazia,1806,0.0
10921,Afghanistan,1806,28.15
10922,Akrotiri and Dhekelia,1806,0.0
10923,Albania,1806,35.4
10924,Algeria,1806,28.82
10925,American Samoa,1806,0.0
10926,Andorra,1806,0.0
10927,Angola,1806,26.98
10928,Anguilla,1806,0.0
10929,Antigua and Barbuda,1806,33.54
10930,Argentina,1806,33.2
10931,Armenia,1806,34.0
10932,Aruba,1806,34.42
10933,Australia,1806,34.05
10934,Austria,1806,34.4
10935,Azerbaijan,1806,29.17
10936,Bahamas,1806,35.18
10937,Bahrain,1806,30.3
10938,Bangladesh,1806,25.5
10939,Barbados,1806,32.12
10940,Belarus,1806,36.2
10941,Belgium,1806,40.05
10942,Belize,1806,26.5
10943,Benin,1806,31.0
10944,Bermuda,1806,0.0
10945,Bhutan,1806,28.8
10946,Bolivia,1806,33.0
10947,Bosnia and Herzegovina,1806,35.1
10948,Botswana,1806,33.6
10949,Brazil,1806,32.0
10950,British Virgin Islands,1806,0.0
10951,Brunei,1806,29.2
10952,Bulgaria,1806,36.06
10953,Burkina Faso,1806,29.2
10954,Burundi,1806,31.5
10955,Cambodia,1806,35.0
10956,Cameroon,1806,28.75
10957,Canada,1806,39.01
10958,Cape Verde,1806,33.8
10959,Cayman Islands,1806,0.0
10960,Central African Republic,1806,30.0
10961,Chad,1806,30.9
10962,Channel Islands,1806,0.0
10963,Chile,1806,32.0
10964,China,1806,32.0
10965,Christmas Island,1806,0.0
10966,Cocos Island,1806,0.0
10967,Colombia,1806,32.0
10968,Comoros,1806,32.1
10969,"Congo, Dem. Rep.",1806,31.6
10970,"Congo, Rep.",1806,32.7
10971,Cook Is,1806,0.0
10972,Costa Rica,1806,30.21
10973,Cote d'Ivoire,1806,31.16
10974,Croatia,1806,36.1
10975,Cuba,1806,33.02
10976,Cyprus,1806,38.5
10977,Czech Republic,1806,34.95
10978,Czechoslovakia,1806,0.0
10979,Denmark,1806,43.78
10980,Djibouti,1806,29.9
10981,Dominica,1806,0.0
10982,Dominican Republic,1806,29.9
10983,East Germany,1806,0.0
10984,Ecuador,1806,32.9
10985,Egypt,1806,33.0
10986,El Salvador,1806,28.7
10987,Equatorial Guinea,1806,29.8
10988,Eritrea,1806,30.2
10989,Eritrea and Ethiopia,1806,0.0
10990,Estonia,1806,34.12
10991,Ethiopia,1806,29.7
10992,Faeroe Islands,1806,0.0
10993,Falkland Is (Malvinas),1806,0.0
10994,Fiji,1806,26.1
10995,Finland,1806,38.78
10996,France,1806,35.0
10997,French Guiana,1806,30.5
10998,French Polynesia,1806,25.6
10999,Gabon,1806,30.6
11000,Gambia,1806,28.8
11001,Georgia,1806,31.87
11002,Germany,1806,38.37
11003,Ghana,1806,28.0
11004,Gibraltar,1806,0.0
11005,Greece,1806,36.6
11006,Greenland,1806,33.87
11007,Grenada,1806,31.4
11008,Guadeloupe,1806,27.66
11009,Guam,1806,27.5
11010,Guatemala,1806,25.8
11011,Guernsey,1806,0.0
11012,Guinea,1806,29.56
11013,Guinea-Bissau,1806,32.0
11014,Guyana,1806,31.12
11015,Haiti,1806,29.0
11016,Holy See,1806,0.0
11017,Honduras,1806,33.9
11018,"Hong Kong, China",1806,34.9
11019,Hungary,1806,36.0
11020,Iceland,1806,45.82
11021,India,1806,25.44
11022,Indonesia,1806,30.0
11023,Iran,1806,25.6
11024,Iraq,1806,31.2
11025,Ireland,1806,38.3
11026,Isle of Man,1806,0.0
11027,Israel,1806,32.0
11028,Italy,1806,29.69
11029,Jamaica,1806,34.2
11030,Japan,1806,36.4
11031,Jersey,1806,0.0
11032,Jordan,1806,31.7
11033,Kazakhstan,1806,26.2
11034,Kenya,1806,25.5
11035,Kiribati,1806,24.9
11036,Kosovo,1806,0.0
11037,Kuwait,1806,26.0
11038,Kyrgyz Republic,1806,23.94
11039,Lao,1806,31.9
11040,Latvia,1806,33.0
11041,Lebanon,1806,29.7
11042,Lesotho,1806,32.8
11043,Liberia,1806,31.1
11044,Libya,1806,33.1
11045,Liechtenstein,1806,0.0
11046,Lithuania,1806,28.9
11047,Luxembourg,1806,36.9
11048,"Macao, China",1806,34.7
11049,"Macedonia, FYR",1806,36.1
11050,Madagascar,1806,30.5
11051,Malawi,1806,30.3
11052,Malaysia,1806,30.6
11053,Maldives,1806,32.65
11054,Mali,1806,26.41
11055,Malta,1806,28.7
11056,Marshall Islands,1806,0.0
11057,Martinique,1806,30.15
